gs_name,gene_symbol
Endothelial cells (aorta).Vasculature,Smoc1
Endothelial cells (aorta).Vasculature,Cracr2b
Endothelial cells (aorta).Vasculature,Gja5
Endothelial cells (aorta).Vasculature,Bmp4
Endothelial cells (aorta).Vasculature,Sod3
Endothelial cells (aorta).Vasculature,Adh7
Endothelial cells (aorta).Vasculature,Pcolce2
Endothelial cells (aorta).Vasculature,Ptgis
Endothelial cells (aorta).Vasculature,Ace
Endothelial cells (aorta).Vasculature,Gxylt2
Endothelial cells (aorta).Vasculature,Gkn3
Endothelial cells (aorta).Vasculature,Cytl1
Endothelial cells (aorta).Vasculature,Ehd3
Endothelial cells (blood brain barrier).Vasculature,Abcg2
Endothelial cells (blood brain barrier).Vasculature,Gfap
Endothelial cells (blood brain barrier).Vasculature,Gpr37l1
Endothelial cells (blood brain barrier).Vasculature,Slc13a4
Endothelial cells (blood brain barrier).Vasculature,Slc19a1
Endothelial cells (blood brain barrier).Vasculature,Slc23a2
Endothelial cells (blood brain barrier).Vasculature,Slc38a3
Endothelial cells (blood brain barrier).Vasculature,Tnfrsf19
Endothelial cells (blood brain barrier).Vasculature,Tnfrsf21
Endothelial cells (blood brain barrier).Vasculature,Foxf2
Endothelial cells (blood brain barrier).Vasculature,Foxl2
Endothelial cells (blood brain barrier).Vasculature,Foxq1
Endothelial cells (blood brain barrier).Vasculature,Lef1
Endothelial cells (blood brain barrier).Vasculature,Ppard
Endothelial cells (blood brain barrier).Vasculature,Zfp551
Endothelial cells (blood brain barrier).Vasculature,Zic3
Endothelial cells (blood brain barrier).Vasculature,Alcam
Enteric glia cells.GI tract,Gfra3
Enteric glia cells.GI tract,Mpz
Enteric glia cells.GI tract,Lgi4
Enteric glia cells.GI tract,Rgs16
Enteric glia cells.GI tract,Aldh1a1
Enteric glia cells.GI tract,L1cam
Enteric glia cells.GI tract,Cxcl14
Enteric glia cells.GI tract,Dkk3
Enteric glia cells.GI tract,Ints6
Enteric glia cells.GI tract,Dhrs3
Enteric glia cells.GI tract,Sox10
Enteric glia cells.GI tract,Gfap
Enteric glia cells.GI tract,S100b
Enteric glia cells.GI tract,Nos2
Enteric glia cells.GI tract,Foxd3
Enteric glia cells.GI tract,Aldh1a3
Enteric glia cells.GI tract,Slc18a2
Enteric neurons.GI tract,Hivep3
Enteric neurons.GI tract,Plekha5
Enteric neurons.GI tract,Igf2bp3
Enteric neurons.GI tract,Arhgap26
Enteric neurons.GI tract,Ttbk2
Enteric neurons.GI tract,Astn1
Enteric neurons.GI tract,Cacna1e
Enteric neurons.GI tract,Tub
Enteric neurons.GI tract,Filip1
Enteric neurons.GI tract,Gcnt2
Enteric neurons.GI tract,Vezt
Enteric neurons.GI tract,Ret
Enteric neurons.GI tract,Ahdc1
Enteric neurons.GI tract,Map6
Enteric neurons.GI tract,Rgmb
Enteric neurons.GI tract,Fbxo7
Enteric neurons.Blood,Ppp2r5b
Erythroid-like and erythroid precursor cells.Blood,Hexa
Erythroid-like and erythroid precursor cells.Blood,Aqp1
Erythroid-like and erythroid precursor cells.Blood,Ccna2
Erythroid-like and erythroid precursor cells.Blood,Pklr
Erythroid-like and erythroid precursor cells.Blood,Lox
Erythroid-like and erythroid precursor cells.Blood,Arg1
Erythroid-like and erythroid precursor cells.Blood,Ceacam1
Erythroid-like and erythroid precursor cells.Blood,Cd36
Erythroid-like and erythroid precursor cells.Blood,Gypa
Erythroid-like and erythroid precursor cells.Blood,Thbs1
Erythroid-like and erythroid precursor cells.Blood,Itga4
Erythroid-like and erythroid precursor cells.Blood,Fech
Erythroid-like and erythroid precursor cells.Blood,Epor
Erythroid-like and erythroid precursor cells.Blood,Kit
Erythroid-like and erythroid precursor cells.Blood,Bpgm
Erythroid-like and erythroid precursor cells.Blood,Dcaf12
Erythroid-like and erythroid precursor cells.Blood,Hemgn
Erythroid-like and erythroid precursor cells.Blood,Hmbs
Erythroid-like and erythroid precursor cells.Blood,Ncoa4
Erythroid-like and erythroid precursor cells.Blood,Rbm38
Erythroid-like and erythroid precursor cells.Blood,Ucp2
Erythroid-like and erythroid precursor cells.Blood,Ubb
Erythroid-like and erythroid precursor cells.Blood,Tmcc2
Erythroid-like and erythroid precursor cells.Blood,Slc4a1
Erythroid-like and erythroid precursor cells.Blood,Slc25a39
Erythroid-like and erythroid precursor cells.Blood,Slc25a37
Erythroid-like and erythroid precursor cells.Blood,Fosb
Erythroid-like and erythroid precursor cells.Blood,Gh
Erythroid-like and erythroid precursor cells.Blood,Htatsf1
Erythroid-like and erythroid precursor cells.Blood,Epb41
Erythroid-like and erythroid precursor cells.Blood,Rsad2
Erythroid-like and erythroid precursor cells.Blood,Car1
Erythroid-like and erythroid precursor cells.Blood,Cox6b2
Erythroid-like and erythroid precursor cells.Blood,Apoa1
Erythroid-like and erythroid precursor cells.Blood,Asns
Erythroid-like and erythroid precursor cells.Blood,Hist1h2ao
Erythroid-like and erythroid precursor cells.Blood,Stfa1
Erythroid-like and erythroid precursor cells.Blood,Alad
Erythroid-like and erythroid precursor cells.Blood,S100a9
Erythroid-like and erythroid precursor cells.Blood,Ahsg
Erythroid-like and erythroid precursor cells.Blood,S100a8
Erythroid-like and erythroid precursor cells.Blood,Hba-A2
Erythroid-like and erythroid precursor cells.Blood,Hbb-Bt
Erythroid-like and erythroid precursor cells.Blood,Hba-A1
Erythroid-like and erythroid precursor cells.Blood,Ermap
Erythroid-like and erythroid precursor cells.Blood,Kcnn4
Erythroid-like and erythroid precursor cells.Blood,Pan3
Erythroid-like and erythroid precursor cells.Blood,Pfas
Erythroid-like and erythroid precursor cells.Blood,Vamp5
Erythroid-like and erythroid precursor cells.Blood,Hbb-Bh1
Erythroid-like and erythroid precursor cells.Blood,Hba-X
Erythroid-like and erythroid precursor cells.Connective tissue,Pnpo
Fibroblasts.Connective tissue,Col1a1
Fibroblasts.Connective tissue,Mgp
Fibroblasts.Connective tissue,Nox4
Fibroblasts.Connective tissue,Thy1
Fibroblasts.Connective tissue,Cd40
Fibroblasts.Connective tissue,Serpinh1
Fibroblasts.Connective tissue,Cd44
Fibroblasts.Connective tissue,Pdgfra
Fibroblasts.Connective tissue,En1
Fibroblasts.Connective tissue,Dcn
Fibroblasts.Connective tissue,Cebpb
Fibroblasts.Connective tissue,Egr1
Fibroblasts.Connective tissue,Fosb
Fibroblasts.Connective tissue,Fosl2
Fibroblasts.Connective tissue,Hif1a
Fibroblasts.Connective tissue,Klf2
Fibroblasts.Connective tissue,Klf4
Fibroblasts.Connective tissue,Klf6
Fibroblasts.Connective tissue,Klf9
Fibroblasts.Connective tissue,Nfat5
Fibroblasts.Connective tissue,Nfatc1
Fibroblasts.Connective tissue,Nfkb1
Fibroblasts.Connective tissue,Nr4a1
Fibroblasts.Connective tissue,Nr4a2
Fibroblasts.Connective tissue,Pbx1
Fibroblasts.Connective tissue,Runx1
Fibroblasts.Connective tissue,Stat3
Fibroblasts.Connective tissue,Tcf4
Fibroblasts.Connective tissue,Zeb2
Fibroblasts.Connective tissue,Lamc1
Fibroblasts.Connective tissue,Medag
Fibroblasts.Connective tissue,Ms4a4d
Fibroblasts.Connective tissue,Lamb1
Fibroblasts.Connective tissue,Dkk3
Fibroblasts.Connective tissue,Tbx20
Fibroblasts.Connective tissue,Mdk
Fibroblasts.Connective tissue,Gstm5
Fibroblasts.Connective tissue,Ngf
Fibroblasts.Connective tissue,Vegfa
Fibroblasts.Connective tissue,Fgf2
Fibroblasts.Connective tissue,P4htm
Fibroblasts.Connective tissue,Ckap4
Fibroblasts.Connective tissue,Inmt
Fibroblasts.Connective tissue,Cxcl14
Follicular cells.Thyroid,Ttf1
Follicular cells.Thyroid,Slc6a4
Follicular cells.Thyroid,Kcnip3
Follicular cells.Thyroid,Tshr
Follicular cells.Thyroid,Tg
Follicular cells.Thyroid,Iyd
Follicular cells.Thyroid,Asgr1
Follicular cells.Thyroid,Prlr
Follicular cells.Thyroid,Tpo
Follicular cells.Thyroid,Dio1
Follicular cells.Thyroid,Slc26a7
Follicular cells.Thyroid,Cdh16
Follicular cells.Thyroid,Slc16a11
Follicular cells.Thyroid,Foxe1
Foveolar cells.GI tract,Muc1
Foveolar cells.GI tract,Anxa10
Foveolar cells.GI tract,Muc5ac
Foveolar cells.GI tract,Tff1
Foveolar cells.GI tract,Foxq1
Foveolar cells.GI tract,Sult1c2
Foveolar cells.GI tract,Ptgr1
Foveolar cells.GI tract,Gsdma2
Foveolar cells.GI tract,Pla2g1b
Foveolar cells.GI tract,Clps
Foveolar cells.GI tract,Gsta1
Foveolar cells.GI tract,Pgc
Foveolar cells.GI tract,Sprr2a1
Foveolar cells.GI tract,Tff2
Foveolar cells.GI tract,Lgals2
Foveolar cells.GI tract,Psca
Foveolar cells.GI tract,Sprr2a3
Foveolar cells.GI tract,Gkn2
Foveolar cells.GI tract,Gkn1
Foveolar cells.GI tract,Cldn18
Foveolar cells.GI tract,Krt20
Foveolar cells.GI tract,Lgals4
Foveolar cells.GI tract,Akr1b10
Foveolar cells.GI tract,Il33
GABAergic neurons.Brain,Slc6a1
GABAergic neurons.Brain,Gabbr2
GABAergic neurons.Brain,Gad1
GABAergic neurons.Brain,Gadd45b
GABAergic neurons.Brain,Pax2
GABAergic neurons.Brain,Slc32a1
GABAergic neurons.Brain,Gad2
GABAergic neurons.Brain,Vip
GABAergic neurons.Brain,Sst
GABAergic neurons.Brain,Pvalb
GABAergic neurons.Brain,Tnfaip8l3
GABAergic neurons.Brain,Sema3c
GABAergic neurons.Brain,Mybpc1
GABAergic neurons.Brain,Parm1
GABAergic neurons.Brain,Dlx1
Gamma (PP) cells.Pancreas,Ppy
Gamma (PP) cells.Pancreas,Scgn
Gamma (PP) cells.Pancreas,Fxyd2
Gamma (PP) cells.Pancreas,Cmtm8
Gamma (PP) cells.Pancreas,Arx
Gamma (PP) cells.Pancreas,Etv1
Gamma (PP) cells.Pancreas,Pxk
Gamma (PP) cells.Pancreas,Sertm1
Gamma (PP) cells.Pancreas,Slitrk6
Gamma (PP) cells.Pancreas,Sema3e
Gamma (PP) cells.Pancreas,Apobec2
Gamma (PP) cells.Pancreas,Abcc9
Gamma (PP) cells.Pancreas,Neurod1
Gamma (PP) cells.Pancreas,Pax6
Gamma (PP) cells.Pancreas,Isl1
Gamma (PP) cells.Pancreas,Cartpt
Gamma (PP) cells.Pancreas,Thsd7a
Gamma (PP) cells.Pancreas,Aqp3
Gamma (PP) cells.Pancreas,Entpd2
Gamma (PP) cells.Pancreas,Ptgfr
Gamma (PP) cells.Pancreas,Chn2
Gamma (PP) cells.Pancreas,Egr3
Gamma (PP) cells.Pancreas,Lmo3
Gamma (PP) cells.Pancreas,Meis1
Gamma (PP) cells.Pancreas,Fgb
Gamma delta T cells.Immune system,Ptgds
Gamma delta T cells.Immune system,Gzmb
Gamma delta T cells.Immune system,S100b
Gamma delta T cells.Immune system,Nkg7
Gamma delta T cells.Immune system,Prf1
Gamma delta T cells.Immune system,Hopx
Gamma delta T cells.Immune system,Cst7
Gamma delta T cells.Immune system,Klrd1
Gamma delta T cells.Immune system,Ctsw
Gamma delta T cells.Immune system,Spon2
Gamma delta T cells.Immune system,Ifitm1
Gamma delta T cells.Immune system,Gzma
Gamma delta T cells.Immune system,Cd247
Gamma delta T cells.Immune system,Clic3
Gamma delta T cells.Immune system,Cd7
Gamma delta T cells.Immune system,Adgrg1
Gamma delta T cells.Immune system,Ccl5
Gamma delta T cells.Immune system,Trdc
Gamma delta T cells.Immune system,Stmn1
Gamma delta T cells.Immune system,Hmgb2
Gamma delta T cells.Immune system,Tyms
Gamma delta T cells.Immune system,Mki67
Gamma delta T cells.Immune system,Ube2c
Gamma delta T cells.Immune system,Tuba1b
Gamma delta T cells.Immune system,Aspm
Gamma delta T cells.Immune system,Cenpa
Gamma delta T cells.Immune system,Top2a
Gamma delta T cells.Immune system,Pcna
Gamma delta T cells.Immune system,Aurkb
Gamma delta T cells.Immune system,Birc5
Gamma delta T cells.Immune system,Nusap1
Gamma delta T cells.Immune system,Troap
Gamma delta T cells.Immune system,H2afx
Gamma delta T cells.Immune system,Cenpf
Gamma delta T cells.Immune system,Ccnb1
Gamma delta T cells.Immune system,H2afz
Gamma delta T cells.Immune system,Trgv2
Gamma delta T cells.Immune system,Trgj1
Gamma delta T cells.Immune system,Trgj2
Gamma delta T cells.Immune system,Trdd1
Gamma delta T cells.Immune system,Trdd2
Gamma delta T cells.Immune system,Trdj1
Gamma delta T cells.Immune system,Trdj2
Gamma delta T cells.Immune system,Trdv1
Gamma delta T cells.Immune system,Trdv3
Gastric chief cells.GI tract,Anpep
Gastric chief cells.GI tract,Bhlha15
Gastric chief cells.GI tract,Rab3d
Gastric chief cells.GI tract,Lep
Gastric chief cells.GI tract,Lgr5
Gastric chief cells.GI tract,Kcnq1
Gastric chief cells.GI tract,Egfr
Gastric chief cells.GI tract,Prkcz
Gastric chief cells.GI tract,Chrm3
Germ cells.Reproductive,Egfr
Germ cells.Reproductive,Pou5f1
Germ cells.Reproductive,Tfap2c
Germ cells.Reproductive,Dazl
Germ cells.Reproductive,Magea4
Germ cells.Reproductive,Ddx4
Germ cells.Reproductive,Zar1
Germ cells.Reproductive,Tex101
Germ cells.Reproductive,Prm1
Germ cells.Reproductive,Tnp2
Germ cells.Reproductive,Fabp9
Germ cells.Reproductive,Odf2
Germ cells.Reproductive,Crisp2
Germ cells.Reproductive,Tcp11
Germ cells.Reproductive,Ggnbp1
Germ cells.Reproductive,Phf7
Germ cells.Reproductive,Creb5
Germ cells.Reproductive,Cetn4
Germ cells.Reproductive,Slfnl1
Germ cells.Reproductive,Cox7b2
Germ cells.Reproductive,Kif2b
Germ cells.Reproductive,Ccdc30
Germ cells.Reproductive,Lrrc57
Germ cells.Reproductive,Fam209
Germ cells.Reproductive,Bcl2l14
Germ cells.Reproductive,Aqp11
Germ cells.Reproductive,Adam3
Germ cells.Reproductive,Tex35
Germ cells.Reproductive,Spink2
Germ cells.Reproductive,Tssk3
Germ cells.Reproductive,Creb3l4
Germ cells.Reproductive,Tsacc
Germ cells.Reproductive,Spata46
Germ cells.Reproductive,Tsga8
Germ cells.Reproductive,Tekt1
Germ cells.Reproductive,Morn5
Germ cells.Reproductive,Tmco5
Germ cells.Reproductive,Otub2
Germ cells.Reproductive,Tssk1
Germ cells.Reproductive,Tsks
Germ cells.Reproductive,Prdx6b
Germ cells.Reproductive,H2afb1
Germ cells.Reproductive,Atl3
Germ cells.Reproductive,Dmrtb1
Germ cells.Reproductive,Wbscr25
Germ cells.Reproductive,Tmco2
Germ cells.Reproductive,Tuba3a
Germ cells.Reproductive,Fhl5
Germ cells.Reproductive,Ms4a5
Germ cells.Reproductive,Cst8
Germ cells.Reproductive,Tmem247
Germ cells.Reproductive,Galntl5
Germ cells.Reproductive,Osbp2
Germ cells.Reproductive,March11
Germ cells.Reproductive,Tex33
Germ cells.Reproductive,Spata20
Germ cells.Reproductive,Tuba3b
Germ cells.Reproductive,Cdrt4
Germ cells.Reproductive,Spata18
Germ cells.Reproductive,Lrrc18
Germ cells.Reproductive,Scp2d1
Germ cells.Reproductive,Iqcf1
Germ cells.Reproductive,Pgk2
Germ cells.Reproductive,Tulp2
Germ cells.Reproductive,Cmtm2a
Germ cells.Reproductive,Ccdc54
Germ cells.Reproductive,Akap4
Germ cells.Reproductive,Gtsf1
Germ cells.Reproductive,Ppp3r2
Germ cells.Reproductive,Tppp2
Germ cells.Reproductive,Gstt4
Germ cells.Reproductive,Lelp1
Germ cells.Reproductive,Nupr1l
Germ cells.Reproductive,Spert
Germ cells.Reproductive,Cmtm2b
Germ cells.Reproductive,Catsperz
Germ cells.Reproductive,Mael
Germ cells.Reproductive,Pgam2
Germ cells.Reproductive,Tmem53
Germ cells.Reproductive,Actrt2
Germ cells.Reproductive,Ropn1
Germ cells.Reproductive,Rnf151
Germ cells.Reproductive,Iqcf3
Germ cells.Reproductive,Cabs1
Germ cells.Reproductive,Ccdc91
Germ cells.Reproductive,Spata3
Germ cells.Reproductive,Lrrc46
Germ cells.Reproductive,Pdcl2
Germ cells.Reproductive,H1fnt
Germ cells.Reproductive,Tssk6
Germ cells.Reproductive,Cox8c
Germ cells.Reproductive,Cetn1
Germ cells.Reproductive,Spata19
Germ cells.Reproductive,Tssk2
Germ cells.Reproductive,Znrf4
Germ cells.Reproductive,Cypt4
Germ cells.Reproductive,Spata24
Germ cells.Reproductive,Spata4
Germ cells.Reproductive,Fam71e1
Germ cells.Reproductive,Fam229a
Germ cells.Reproductive,Cypt12
Germ cells.Reproductive,Hils1
Germ cells.Reproductive,Hrasls5
Germ cells.Reproductive,Gapdhs
Germ cells.Reproductive,Fhl4
Germ cells.Reproductive,Hspb9
Germ cells.Reproductive,Spata33
Germ cells.Reproductive,Spz1
Germ cells.Reproductive,Irgc1
Germ cells.Reproductive,Prm3
Germ cells.Reproductive,Rbakdn
Germ cells.Reproductive,Dnajb3
Germ cells.Reproductive,Hmgb4
Germ cells.Reproductive,Ropn1l
Germ cells.Reproductive,Gsg1
Germ cells.Reproductive,Dbil5
Germ cells.Reproductive,Tnp1
Germ cells.Reproductive,Smcp
Germ cells.Reproductive,Ldhc
Germ cells.Reproductive,Prm2
Germ cells.Reproductive,Dnaaf1
Germ cells.Reproductive,Acyp1
Germ cells.Reproductive,Sord
Germ cells.Reproductive,Dkkl1
Germ cells.Reproductive,Rsph1
Germ cells.Reproductive,Cox6b2
Germ cells.Reproductive,Mlf1
Germ cells.Reproductive,Smim24
Germ cells.Reproductive,Spa17
Germ cells.Reproductive,Meig1
Germ cells.Reproductive,Fkbp6
Germ cells.Reproductive,Taf7l
Germ cells.Reproductive,Tex19.1
Germ cells.Reproductive,Sycp1
Germ cells.Reproductive,Sohlh1
Germ cells.Reproductive,Slc25a31
Germ cells.Reproductive,Phf13
Germ cells.Reproductive,Egr4
Germ cells.Reproductive,Smc1b
Germ cells.Reproductive,Tex15
Germ cells.Reproductive,Mov10l1
Germ cells.Reproductive,Trap1a
Germ cells.Reproductive,Wdr5
Germ cells.Reproductive,Dmrt1
Germ cells.Reproductive,Stra8
Germ cells.Reproductive,Zmynd19
Germ cells.Reproductive,Mdn1
Germ cells.Reproductive,Piwil2
Germ cells.Reproductive,Cyct
Germ cells.Reproductive,Nr6a1
Germ cells.Reproductive,Rsbn1l
Germ cells.Reproductive,Dynlt1
Germ cells.Reproductive,Parn
Germ cells.Reproductive,Mki67
Germ cells.Reproductive,Chek1
Germ cells.Reproductive,Brca1
Germ cells.Reproductive,Dmc1
Germ cells.Reproductive,Mrpl14
Germ cells.Reproductive,Mlh3
Germ cells.Reproductive,Spag6
Germ cells.Reproductive,Zpbp2
Germ cells.Reproductive,Dnah6
Germ cells.Reproductive,Camk4
Germ cells.Reproductive,Crem
Germ cells.Reproductive,Myo1d
Germ cells.Reproductive,Hook1
Glomus cells.Unspecified,Drd2
Glomus cells.Unspecified,Nos1
Glomus cells.Unspecified,Phox2b
Glomus cells.Unspecified,Th
Glomus cells.Unspecified,Hmox2
Glomus cells.Unspecified,Ndufa4l2
Glomus cells.Unspecified,Cox4i2
Glomus cells.Unspecified,Il1r1
Glomus cells.Unspecified,Tnfrsf1a
Glomus cells.Unspecified,Cth
Glomus cells.Unspecified,Cbs
Glomus cells.Unspecified,Gja1
Glomus cells.Unspecified,Kcnk3
Glomus cells.Unspecified,Asic1
Glomus cells.Unspecified,Asic3
Glomus cells.Unspecified,Cald1
Glomus cells.Unspecified,Col4a1
Glomus cells.Unspecified,Vim
Glomus cells.Unspecified,Epas1
Glomus cells.Unspecified,Gfra1
Glomus cells.Unspecified,Gfra2
Glomus cells.Unspecified,Gap43
Glomus cells.Unspecified,Mmp9
Glomus cells.Unspecified,Il6st
Glomus cells.Unspecified,Kcnj11
Glomus cells.Unspecified,Kcnj8
Glomus cells.Unspecified,Abcc8
Glomus cells.Unspecified,Kcnk9
Glutaminergic neurons.Brain,Slc17a7
Glutaminergic neurons.Brain,Slc17a6
Glutaminergic neurons.Brain,Grin1
Glutaminergic neurons.Brain,Grin2b
Glutaminergic neurons.Brain,Gls
Glutaminergic neurons.Brain,Meis2
Glutaminergic neurons.Brain,Slc17a8
Glutaminergic neurons.Brain,Slc1a1
Glutaminergic neurons.Brain,Slc1a2
Glutaminergic neurons.Brain,Slc1a6
Glycinergic neurons.Brain,Slc6a9
Glycinergic neurons.Brain,Slc32a1
Goblet cells.GI tract,Creb3l1
Goblet cells.GI tract,Nlrp6
Goblet cells.GI tract,Muc5ac
Goblet cells.GI tract,Muc2
Goblet cells.GI tract,Slc9a8
Goblet cells.GI tract,Otogl
Goblet cells.GI tract,Itln1
Goblet cells.GI tract,Aqp3
Goblet cells.GI tract,Cdon
Goblet cells.GI tract,Muc4
Goblet cells.GI tract,Muc5b
Goblet cells.GI tract,Tmem207
Goblet cells.GI tract,Tff3
Goblet cells.GI tract,Agr2
Goblet cells.GI tract,Cdx2
Goblet cells.GI tract,Krt7
Goblet cells.GI tract,Krt20
Goblet cells.GI tract,Muc3
Goblet cells.GI tract,Guca2a
Goblet cells.GI tract,Phgr1
Goblet cells.GI tract,Muc13
Goblet cells.GI tract,Fcgbp
Goblet cells.GI tract,Clca1
Goblet cells.GI tract,Zg16
Goblet cells.GI tract,Tpsg1
Goblet cells.GI tract,Galnt12
Goblet cells.GI tract,Atoh1
Goblet cells.GI tract,Rep15
Goblet cells.GI tract,Pdia5
Goblet cells.GI tract,Pla2g10
Goblet cells.GI tract,Klk1
Goblet cells.GI tract,Spdef
Goblet cells.GI tract,Lrrc26
Goblet cells.GI tract,Bace2
Goblet cells.GI tract,Manf
Goblet cells.GI tract,Ccl9
Goblet cells.GI tract,Spink4
Granulosa cells.Reproductive,Amh
Granulosa cells.Reproductive,Mcam
Granulosa cells.Reproductive,Kitl
Granulosa cells.Reproductive,Bok
Granulosa cells.Reproductive,Adamts1
Granulosa cells.Reproductive,Lox
Granulosa cells.Reproductive,Fhl1
Granulosa cells.Reproductive,Inha
Granulosa cells.Reproductive,Hsd3b1
Granulosa cells.Reproductive,Akr1cl
Granulosa cells.Reproductive,Htra1
Granulosa cells.Reproductive,Gapdh
Granulosa cells.Reproductive,Tnni3
Granulosa cells.Reproductive,Hsd17b1
Granulosa cells.Reproductive,Hjurp
Granulosa cells.Reproductive,Fshr
Granulosa cells.Reproductive,Foxl2
Granulosa cells.Reproductive,Cyp19a1
Hemangioblasts.Embryo,Etv2
Hemangioblasts.Embryo,T
Hemangioblasts.Embryo,Tal1
Hematopoietic stem cells.Bone,Thy1
Hematopoietic stem cells.Bone,Mpl
Hematopoietic stem cells.Bone,Kit
Hematopoietic stem cells.Bone,Prom1
Hematopoietic stem cells.Bone,Flt3
Hematopoietic stem cells.Bone,Slamf1
Hematopoietic stem cells.Bone,Cxcr4
Hematopoietic stem cells.Bone,Tek
Hematopoietic stem cells.Bone,Abcg2
Hematopoietic stem cells.Bone,Baalc
Hematopoietic stem cells.Bone,Spn
Hematopoietic stem cells.Bone,Cdcp1
Hematopoietic stem cells.Bone,Myadm
Hematopoietic stem cells.Bone,Tgfb2
Hematopoietic stem cells.Bone,Ptpre
Hematopoietic stem cells.Bone,Taf7
Hematopoietic stem cells.Bone,Gata2
Hematopoietic stem cells.Bone,Gpr171
Hematopoietic stem cells.Bone,Angpt1
Hematopoietic stem cells.Bone,Procr
Hematopoietic stem cells.Bone,Nfe2
Hematopoietic stem cells.Bone,Nkx2-3
Hematopoietic stem cells.Bone,Hhex
Hematopoietic stem cells.Bone,Meis1
Hematopoietic stem cells.Bone,Lyl1
Hematopoietic stem cells.Bone,Elf1
Hematopoietic stem cells.Bone,Hlf
Hematopoietic stem cells.Bone,Rgs18
Hematopoietic stem cells.Bone,Myct1
Hematopoietic stem cells.Bone,Adgrg1
Hematopoietic stem cells.Bone,Dnmt3b
Hematopoietic stem cells.Bone,Mycn
Hematopoietic stem cells.Bone,Arid3a
Hematopoietic stem cells.Bone,Itga2b
Hematopoietic stem cells.Bone,Gata3
Hematopoietic stem cells.Bone,Robo4
Hematopoietic stem cells.Bone,Pitx2
Hematopoietic stem cells.Bone,Txnip
Hematopoietic stem cells.Bone,Runx1
Hematopoietic stem cells.Bone,Ptprs
Hematopoietic stem cells.Bone,Ptprc
Hematopoietic stem cells.Bone,Cd44
Hematopoietic stem cells.Bone,Gfi1
Hematopoietic stem cells.Bone,Cd48
Hematopoietic stem cells.Bone,Hmgb3
Hematopoietic stem cells.Bone,Tlr2
Hematopoietic stem cells.Bone,Apc
Hematopoietic stem cells.Bone,Gnl3
Hematopoietic stem cells.Bone,Mgst1
Hematopoietic stem cells.Bone,G0s2
Hematopoietic stem cells.Bone,Prnp
Hematopoietic stem cells.Bone,Cd34
Hematopoietic stem cells.Bone,Bmi1
Hematopoietic stem cells.Bone,Itga4
Hematopoietic stem cells.Bone,Anpep
Hematopoietic stem cells.Bone,Cd33
Hematopoietic stem cells.Bone,Il3ra
Hematopoietic stem cells.Bone,Hlx
Hematopoietic stem cells.Bone,Nkx3-1
Hematopoietic stem cells.Bone,Thsd1
Hematopoietic stem cells.Bone,Ncor2
Hematopoietic stem cells.Bone,Egr1
Hematopoietic stem cells.Bone,Fgd5
Hematopoietic stem cells.Bone,Mecom
Hematopoietic stem cells.Bone,Ctnnal1
Hematopoietic stem cells.Bone,Vwf
Hematopoietic stem cells.Bone,Pbx2
Hematopoietic stem cells.Bone,Tal1
Hematopoietic stem cells.Bone,Erg
Hematopoietic stem cells.Bone,Neo1
Hematopoietic stem cells.Bone,Egr3
Hematopoietic stem cells.Bone,Maff
Hematopoietic stem cells.Bone,Itga6
Hematopoietic stem cells.Bone,Gjb1
Hematopoietic stem cells.Bone,Cdh2
Hematopoietic stem cells.Bone,Aldh1a1
Hematopoietic stem cells.Bone,Gfi1b
Hematopoietic stem cells.Bone,Notch1
Hematopoietic stem cells.Bone,Notch2
Hematopoietic stem cells.Bone,Plxdc2
Hematopoietic stem cells.Bone,Esam
Hematopoietic stem cells.Bone,Ace
Hematopoietic stem cells.Bone,Trpc6
Hematopoietic stem cells.Bone,Hoxb5
Hematopoietic stem cells.Bone,Tet2
Hepatic stellate cells.Liver,Adamts13
Hepatic stellate cells.Liver,Cygb
Hepatic stellate cells.Liver,Pparg
Hepatic stellate cells.Liver,Pdgfra
Hepatic stellate cells.Liver,Rgs5
Hepatic stellate cells.Liver,Ppara
Hepatic stellate cells.Liver,Foxf1
Hepatic stellate cells.Liver,Alb
Hepatic stellate cells.Liver,Nr1h4
Hepatic stellate cells.Liver,Ctgf
Hepatic stellate cells.Liver,Sema7a
Hepatic stellate cells.Liver,Pnpla3
Hepatic stellate cells.Liver,Wt1
Hepatic stellate cells.Liver,Fgf10
Hepatic stellate cells.Liver,Gfap
Hepatic stellate cells.Liver,Ngfr
Hepatic stellate cells.Liver,Vegfa
Hepatic stellate cells.Liver,Acta2
Hepatic stellate cells.Liver,Myb
Hepatic stellate cells.Liver,Des
Hepatic stellate cells.Liver,Fap
Hepatic stellate cells.Liver,Slc8a1
Hepatic stellate cells.Liver,Reln
Hepatic stellate cells.Liver,Syp
Hepatic stellate cells.Liver,Vcl
Hepatic stellate cells.Liver,Timp1
Hepatic stellate cells.Liver,Col1a1
Hepatic stellate cells.Liver,Tagln
Hepatic stellate cells.Liver,Col1a2
Hepatic stellate cells.Liver,Col3a1
Hepatic stellate cells.Liver,Sparc
Hepatic stellate cells.Liver,Rbp1
Hepatic stellate cells.Liver,Dcn
Hepatic stellate cells.Liver,Myl9
Hepatic stellate cells.Liver,Tpm2
Hepatic stellate cells.Liver,Meg3
Hepatic stellate cells.Liver,Bgn
Hepatic stellate cells.Liver,Igfbp7
Hepatic stellate cells.Liver,Igfbp3
Hepatic stellate cells.Liver,Cyr61
